concept,source language text,target language text,variations,label
old,"If you're hoping to live to be 85 or older, your chance of getting Alzheimer's will be almost one in two.",நீங்கள் 85 வயதுக்கும் அதிகமாக உயிர் வாழ்வீர்கள் எனக் கருதினால் உங்களை அல்சைமர் நோய் தாக்க 50% வாய்ப்புள்ளது,"['பழைய', 'வயதானவர்/வயது']",வயதானவர்/வயது
old,"And here she is at seven years old, weighing no more than a one year-old baby.",இதோ அவளுக்கு அப்போது ஏழு வயது. ஏழு வயதில் ஒரு வயது குழந்தையின் எடையே அவள் இருந்தாள்.,"['பழைய', 'வயதானவர்/வயது']",வயதானவர்/வயது
old,"Remember, you're no spring chicken anymore. Actually, you are 124 years old. Take it slow, sir.","ஞாபகம் உள்ளதா உங்களுக்கு வயது 124. நிதானமாக, sir.","['பழைய', 'வயதானவர்/வயது']",வயதானவர்/வயது
more,"No one wants to talk about it, and the less you talk about it, the more you have it.","எவ்வளவு குறைவாக அதை பற்றி நீங்கள் பேசுகிறீர்களோ, அவ்வளவு அதிகமாக அது உங்களிடம் இருக்கிறது.","['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",அதிக/அதிகம்
more,"The more things money can buy, the more affluence, or the lack of it, matters.",பணத்தால் அனைத்தையும் வாங்க கூடிய சூழல் அதிகம் இருந்தாலும் அறவே இல்லாவிட்டாலும் சிக்கல்தான்,"['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",அதிக/அதிகம்
more,"If we do more in a kind of a stupid way, the simplicity gets complex and, in fact, we can keep on doing it for a very long time.","நாம் முட்டாள்த்தனமான வழியில் ஒன்றை அதிகம் செய்தால் (அதை நாம் அதிகமாக விரும்புவோம்.) எளிமையாக உள்ளது சிக்கலாகி விடும் உண்மையில், இதை நாம் வெகுகாலமாக செய்து வருகிறோம்","['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",அதிக/அதிகம்
more,"I received lots of media attention from Italy and from abroad and I quickly received more than 500,000 contacts -- emails, social networking -- most of them were a suggestion on how to cure my cancer, but more of them were about how to cure myself as a full individual.","இத்தாலியிலும் வெளி நாடுகளிலும் ஊடகம் என்னைப் பிரபலமாக்கியது எனக்கு 500,000 க்கும் அதிகமான தொடர்புகள் கிட்டின மின்னஞ்சல் மற்றும் வலையதளம் மூலமாக அவைகளில் பெரும்பான்மையானவை என் புற்று நோயைக் குணப்படுத்த ஆலோசனைகள் ஆனால் அவைகளில் அதிகமானவைகள் என்னை எவ்வாறு முழு மனிதனாக மாற்றுவது என்பது பற்றியது","['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",அதிக/அதிகம்
more,"I need more time guys, a little more time.","நான், இன்னும் சிறிது நேரத்தில் அதிக நேரம் தோழர்களே வேண்டும்.","['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",அதிக/அதிகம்
more,"Oh good, glad I have a little more time!","ஓ நல்ல விஷயம், இன்னும் கொஞ்சம் நேரம் கொண்டிருப்பதற்கு நான் மகிழ்ச்சியடைகிறேன். கவனியுங்கள் -- நான் அன்றொரு நாள் காலையுணவிற்குப் பின்னாக திரு.","['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",இன்னும்
more,But you still gonna need something more.,ஆனால் நீங்கள் இன்னும் இன்னும் ஏதாவது தேவை செல்கிறேன்.,"['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",இன்னும்
more,"Oh, I'm going to sell even more fucking windows next week.","ஓ, நான் அடுத்த வாரம் இன்னும் கொஞ்சம் ஜன்னல்கள் விற்கப் போறேன்.","['அதிக/அதிகம்', 'இன்னும்', 'மேலும்']",இன்னும்
another,"Every moment is a new gift, over and over again, and if you miss the opportunity of this moment, another moment is given to us, and another moment.","ஒவ்வொரு கணம் ஒவ்வொரு முறையும் கிடைக்கும் புதிய பரிசு இக்கணத்தை தவறவிட்டால், இன்னொரு கணம் மேலும் மேலும் அளிக்கப்படுகிறது.","['இன்தொரு', 'மற்றொரு/மற்றொரு']",இன்தொரு
another,I even laid out another 500 quid on this understated advertorial.,மேலும் இத விளம்பரபடுத்த இன்னொரு 500 குயிட் செலவளிக்கணும்.,"['இன்தொரு', 'மற்றொரு/மற்றொரு']",இன்தொரு
another,"Another day in paradise, Sally.","? சொர்க்கம், சாலி உள்ள மற்றொரு நாள்.","['இன்தொரு', 'மற்றொரு/மற்றொரு']",மற்றொரு/மற்றொரு
another,"All right, look, I'm risking my job here, but you've got another program running, something you won't tell me about.","சரி, பார்க்க நான், இங்கே என் வேலை பணயம் ஆனால் நீங்கள் இயங்கும் மற்றொரு திட்டத்தை கிடைத்துவிட்டது, ஏதாவது உன்னை பற்றி என்னிடம் சொல்.","['இன்தொரு', 'மற்றொரு/மற்றொரு']",மற்றொரு/மற்றொரு
another,And there's another thing.,மற்றொரு விஷயம் இருக்கிறது.,"['இன்தொரு', 'மற்றொரு/மற்றொரு']",மற்றொரு/மற்றொரு
sir,"Yes, sir, it does.","ஆம், ஐயா, அது.","['ஐயா', 'சார்']",ஐயா
sir,"Yes, sir, I'm very sure.","ஆமாம், சார், நான் மிகவும் உறுதியாக இருக்கிறேன்.","['ஐயா', 'சார்']",சார்
sir,"If we recall the Fleet, and leave the DMZ... Seoul, all of South Korea could fall within 72 hours, sir.","நாங்கள் கடற்படை, நினைவு மற்றும் DMZ விட்டு என்றால்... சியோல், தென் கொரியா அனைத்து 72 மணி நேரத்திற்குள் குறைய கூடும், சார்.","['ஐயா', 'சார்']",சார்
sir,"Mr. President, sir?","திரு ஜனாதிபதி, சார்?","['ஐயா', 'சார்']",சார்
sir,"General Swanwick, sir.","பொது Swanwick , சார் .","['ஐயா', 'சார்']",சார்
build,"And to quote a fellow security researcher, Haroon Meer, one country only has to make a small wave, but those small waves together become a tide, and the tide will lift all the boats up at the same time, and the tide we will build with secure, free, open-source systems, will become the tide that will lift all of us up and above the surveillance state.","எனது சக பாதுகாப்பு ஆய்வாளர் ஹாரூன் மீரின் கூற்றை சொல்வதானால் ஒரு நாடு ஒரு சிறு அலையை ஏற்படுத்தினால் போதும் எல்லா சிறு அலைகளும் சேர்ந்து ஒரு பேரலை உருவாகி விடும் அந்த பேரலை ஏனைய எல்லா படகுகளையும் ஒரே நேரத்தில் தூக்கி விடும் நாம் உருவாக்கும் அந்த பேரலை பாதுகாப்பானதாக, இலவசமானதாக, திறந்த நிரல்களை கொண்டதாக இருக்கும் நம்மை எல்லாம் தூக்கி விடும் பேரலையாக அது இருக்கும் நம்மை கண்காணிக்கும் நாடுகளுக்கெல்லாம் மேலே","['கட்டு', 'உருவாகு']",உருவாகு
build,"So last year, we built a social network for dead people, named Project1917.com.","நான் என்னையே கேட்டேன். எனவே, கடந்த ஆண்டு, ப்ராஜெக்ட்1917.காம் எனப்படும் இறந்தவர்களுக்கான சமூகவலைத்தளத்தை உருவாக்கினோம்.","['கட்டு', 'உருவாகு']",உருவாகு
build,"My belief is that this will help us to build a more integrated world with more partners and fewer terrorists, with more productive citizens and fewer haters, a place we'd all want our kids and our grandchildren to grow up in.","என்னுடைய நம்பிக்கை என்னவெனில் இந்த நம் முயற்சி, ஒருங்கிணைந்த உலகினை கட்டமைக்க உதவும் முகமாகவும், நிறைய கூட்டாளிகளையும், குறைவான எண்ணிக்கையிலேயே தீவிரவாதிகளையும் உருவாக்கும் முகமாகவும், நிறைய நல்ல குடி மக்களையும், குறைவான எண்ணிகையிலேயே வெறுப்பவர்களை உருவாக்கும் முகமாகவும், நம்முடைய குழந்தைகளும், பேரப்பிள்ளைகளும் மகிழ்ச்சியுடன் வளரக்கூடிய இடமாகத் திகழ வேண்டும் என்பதே.","['கட்டு', 'உருவாகு']",உருவாகு
build,"And I said, ""Okay, I'll go to the old man in village and say, 'What should I grow in this spot?'"" He looked quietly at me and said, ""You build this, you build this, you put this, and it'll work.""","நான் சொன்னேன், ""சரி, நான் ஊர் பெரியவரிடம் சென்று, கேட்கிறேன், 'இங்கு என்னை விளையும் என்று?'"" அந்த பெரியவர் நிதானமாக என்னை பார்த்து சொன்னார் , ""நீ இதை கட்டு, நீ இதை கட்டு, இதை போடு, வேலை செய்யும்.""","['கட்டு', 'உருவாகு']",கட்டு
build,That small park I told you about earlier was the first stage of building a Greenway movement in the South Bronx.,முன்னதாக நான் உங்களுக்குச் சொன்ன அந்தச் சிறிய பூங்கா தான் சவுத் பிரான்ஸில் ஒரு பசுமைவழி இயக்கத்தை கட்டுவதின் முதல் படி.,"['கட்டு', 'உருவாகு']",கட்டு
build,"He says, ""Of course they do. They go in the order in which they were built.","அவரோ ""அவை வரிசைகிரமமாகதானே உள்ளன. அவை கட்டப்பட்ட காலத்தின் அடிப்படையில் அமைந்துள்ளன.","['கட்டு', 'உருவாகு']",கட்டு
build,Morel was gonna burn this place down and build a fucking shopping centre or some bullshit.,ஒரு புணர்கிறேன் ஷாப்பிங் சென்டர் அல்லது சில புல்ஷிட் கட்ட Morel கீழே இந்த இடத்தில் எரிக்க போகிறேன் இருந்தது.,"['கட்டு', 'உருவாகு']",கட்டு
build,We're here to build something.,நாம் இங்கே ஏதாவது கட்ட உள்ளன,"['கட்டு', 'உருவாகு']",கட்டு
build,Considerably larger than anything we know they built back then.,எதையும் விட கணிசமாக பெரிய நாம் அவர்கள் மீண்டும் பிறகு கட்டப்பட்டது என்று .,"['கட்டு', 'உருவாகு']",கட்டு
datum,"This bill proposes to amend the Genetic Information Nondiscrimination Act, popularly known as GINA, and would allow employers to ask about family medical history and genetic data to all employees for the first time.","பொதுவாக ஜி ஐ என் எ என்றழைக்கப்படும் இந்த மசோதா, மரபணு தகவல் பாகுபாடற்ற சட்டத்தை திருத்தி அமைக்க முன்மொழிகிறது. வேலையில் அமர்த்துபவர் குடும்ப மருத்துவ வரலாறு மற்றும் மரபணு தரவு பற்றி வினவ அனுமதிக்கிறது எல்லா ஊழியர்களுக்கும் முதல் முறையாக.","['தகவல்', 'தரவு']",தகவல்
datum,"It turned out that the capability to collect data, information and connections about basically any of us and all of us is exactly what we've been hearing throughout of the summer through revelations and leaks about Western intelligence agencies, mostly U.S. intelligence agencies, watching over the rest of the world.","இதன் திறன் என்னவென்றால் தரவுகள், தகவல்கள், தொடர்புகள் இவைகளை திரட்டுவது அடிப்படையில் நம்மில் ஒருவரை பற்றி அல்லது நம் எல்லோரையும் பற்றி இதை தான் நாம் கேள்விப்பட்டு கொண்டிருக்கிறோம் கடந்த கோடை காலம் முழுவதும் கசிந்த வெளிப்பாடுகள் மூலம் மேலை நாட்டு புலனாய்வு முகமையகங்கள், முக்கியமாக அமெரிக்க முகமையகங்கள், உலகத்தின் பிற பகுதிகளை கண்காணிப்பது தெரிந்தது","['தகவல்', 'தரவு']",தரவு
datum,"And once they had agreed, they started measuring, and started sharing the data.",முடிவுக்கு வந்த பின் அளந்து பார்க்க ஆரம்பித்தார்கள் கிடைத்த தரவுகளை பகிர்ந்து கொண்டார்கள்,"['தகவல்', 'தரவு']",தரவு
datum,It allows machines to learn from data and mimic some of the things that humans can do.,இயந்திரங்களை தரவிலிருந்து கற்க அனுமதித்து மனிதர்கள் செய்யக்கூடிய சில விடயங்களை அபிநயிக்கிறது,"['தகவல்', 'தரவு']",தரவு
datum,"Based on the government's econometric data, we created this large city model, and visualized many possible futures on it.","அரசாங்க பொருளாதார கணித புல்லியல் தரவு படி, இந்தப் பெரிய நகர மாதிரியை உண்டாக்கினோம், மேலும், பல சாத்தியமான எதிர்காலங்களை மனதளவில் உருவாக்கிப் பார்த்தோம்.","['தகவல்', 'தரவு']",தரவு
team,"(Laughter) And the team is expert, and the team is courageous, and brimming with innovation and scientific discovery, as is true of any major expedition on the planet.",(சிரிப்பொலி) இந்த வல்லுநர் அணி மிகவும் தைரியமானது அவர்களிடம் நூதனமான சிந்தனைகள் பொங்கி வழியும் மற்றும் அறிவியல் ஆராய்ச்சி திறன் கொண்ட அணி. உலகெங்கும் உள்ள மற்ற பெரிய எழுச்சி அணிகள் போலவே,"['அணி', 'குழு']",அணி
team,We are an effective team.,நாம் ஒரு பயனுள்ள அணி உள்ளது.,"['அணி', 'குழு']",அணி
team,Are you and Jack an effective team?,நீங்கள்மற்றும்ஜேக் ஒரு பயனுள்ள அணி இருக்கிறீர்களா,"['அணி', 'குழு']",அணி
team,"Team two, expect heavy contact.","அணி இரண்டு,கனரக தொடர்புஎதிர்பார்க்கிறோம்.","['அணி', 'குழு']",அணி
team,Team three headed upstairs.,அணி மூன்றுதலைமையில்மாடிக்கு,"['அணி', 'குழு']",அணி
team,But your team needs some serious fucking help.,ஆனால் உங்கள் அணி சில தீவிர புணர்கிறேன் உதவி தேவைப்படுகிறது.,"['அணி', 'குழு']",அணி
team,"One day, one of our team members went to a school and saw a teacher pick up sticks and stones from the garden outside and take them into the classroom and give them to the students.","ஒரு நாள் எங்கள் குழுவில் ஒருவர் பள்ளிசென்று பார்க்கையில், ஒரு ஆசிரியர் தோட்டத்தில் இருந்து குச்சிகளையும், கற்களையும் எடுத்து வகுப்பறையில் மாணவர்களுக்கு கொடுத்தார்.","['அணி', 'குழு']",குழு
team,"Not a single person on the Wright brothers' team had a college education, not even Orville or Wilbur.","அவர்களது குழுவிலிருந்த ஒருவர்கூட படித்திருக்கவில்லை, ஓர்வில் அல்லது வில்பர் ரைட் உட்பட.","['அணி', 'குழு']",குழு
